Name,CW_NR0718,CW_M1937,CW_M22233,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_J11665,CW_J5422,CW_J6203A,CW_J6203B,CW_Wombat_Common,NHNW_B118,NHNW_B131,NHNW_B135,NHNW_B14,NHNW_B40,NHNW_B42,NHNW_B79,NHNW_B93_Anomaly,NHNW_J13143,NHNW_J13144,NHNW_J13145,NHNW_J14051,NHNW_J6239,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM7475,NHNW_JM8463,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8783,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_J16968,SHNW_J17772,SHNW_Kyle,SHNW_M_Good_Teeth,SHNW_M_Poor_Teeth,SHNW_Mr_Fox
X Dorsal patch 242,9.16568222,80.52796021,-41.30423279,15.29036407,66.34146729,-43.75758667,8.952507782,12.85118408,5.767250824,15.36908875,10.97982788,-47.92090454,12.21644669,67.90724487,-48.73734741,79.77446899,-44.5770813,68.45552368,-57.06754761,12.44730759,11.62940826,11.46078262,7.989877319,11.58623657,15.91727448,21.29163513,13.24813385,15.07920074,15.79035339,19.46253815,15.10593872,13.89467773,13.00890656,13.40407257,13.11849518,12.20207367,17.33293457,16.52046204,11.36798401,17.21644592,15.25767975,11.97063828,15.5528244,14.90388947,9.698988342,19.56929016,14.35725555,76.78946533,-43.88487854,0.933100414,64.39674072,-46.75486755,11.87250977,16.93903809,12.32363358,80.19393311,-36.35735779,11.27356873,-40.34842834,74.49851074,-33.161203,63.74798584,-48.87630615,16.26186523,13.16109924,12.97905731,14.55994873,9.723013306,1.612351227,26.95140381,28.38674316
Y Dorsal patch 242,26.44284363,-69.73026733,-69.67932129,501.9714355,214.6324219,232.3568848,-1.93944912,32.55205688,7.927749634,-20.68260345,-19.54737244,-81.84729004,496.4516602,221.4861328,221.8408936,-54.71663818,-61.13342896,246.6901611,244.9198975,-5.761672974,-1.305019569,-47.5724884,-2.955916786,-13.1892395,-2.899447441,-2.45721035,-5.028609848,-5.407162476,-3.405095673,-3.095052528,-7.437309265,-5.302422333,13.16674042,2.623593712,2.746966553,4.371946716,-3.274036789,13.53000793,-52.5187439,-38.60458374,29.22966003,-43.21617126,6.55430603,-7.218015289,5.809172821,1.868311119,10.95149765,-79.00061646,-72.98255615,468.963916,214.2931641,223.6512695,18.4163269,18.27220764,19.8053833,-75.45928955,-94.54455566,458.414502,206.1121094,-78.80321045,-94.94973755,209.8611328,210.498877,-52.67496338,-31.14819946,0.687571383,7.334640503,-46.99716492,-53.390448,-77.3954834,-71.00666504
Z Dorsal patch 242,-234.3968994,-785.9257324,-789.9855957,-802.2166992,-792.9886719,-789.5875,-528.0985352,-590.7679688,-950.434082,-208.475293,-862.1860352,-765.9229492,-771.6537109,-770.3773926,-767.3202637,-511.3790527,-514.6733887,-525.2479492,-523.3962402,-1250.753516,-1254.15752,-636.839502,-1244.230566,-837.634375,-1242.980762,-1252.47168,-1008.676563,-1238.466406,-1255.237891,-1256.36123,-995.6717773,-1262.125586,-1246.090918,-959.890918,-1237.007813,-1237.899805,-1238.007324,-1254.0875,-934.2650391,-924.834668,-1250.625293,-912.1208008,-1247.076074,-1241.83252,-989.446582,-989.8168945,-1258.375977,-852.7354492,-865.8003906,-872.312793,-866.3918945,-864.9669922,704.9342285,389.9545166,1010.653906,-725.4533203,-736.8070313,-745.6440918,-740.509375,-489.7059082,-497.0315918,-493.4952637,-497.2308105,-819.2450195,-914.230957,-1245.227148,-1247.508984,-986.6758789,-844.8401367,-841.3365234,-891.2773438
X Dorsal patch 241,0.367687631,64.52333984,-50.11819763,-1.170946407,61.634375,-55.95322266,0.640651131,5.356256104,-6.047172165,3.779822922,-2.306043434,-59.16586914,9.64775238,62.63896484,-57.33111572,72.1869751,-48.12276001,53.10618286,-64.95308838,0.261137509,4.360187531,3.62249527,3.509260559,5.091516113,4.979566574,3.24860878,-1.661450195,-0.879913616,3.165805626,1.847394562,2.320631409,-1.078164196,0.632236767,1.493414307,0.44576807,-1.757801056,6.084091187,5.50330925,1.303536797,3.779688644,0.876850891,2.228970146,1.345570087,-0.816890717,-5.716612625,2.095461464,2.622971916,64.49920044,-56.64724121,-19.06690674,55.46539917,-68.73924561,1.666736794,3.161767578,-2.718299866,68.96204834,-52.24654541,-3.133568954,-56.40092163,60.76887817,-57.37407227,50.02627563,-65.41052856,2.51498394,10.49499969,4.056891251,4.207041168,-6.274454498,-12.93072662,15.87714844,16.23970184
Y Dorsal patch 241,136.4728516,16.6408371,23.1545105,598.2510742,310.2796143,326.5831787,98.95934448,152.130127,111.7598511,80.2486084,85.73573608,12.41501846,596.6,311.1899902,318.3045654,37.43285522,44.55245667,337.3069824,335.8437988,91.84562378,106.0878052,50.2164093,96.6161438,83.23608398,85.36663818,101.5893738,96.93920898,90.68909912,95.08338013,102.1506165,92.52302246,92.59302979,100.3472717,95.03594971,98.43901978,104.3431519,91.31427002,101.7844971,38.671875,59.16203613,129.4315308,54.12119751,114.4134155,88.19016113,109.6890869,97.6543396,99.77958374,18.42015228,17.98291626,558.7559082,304.8709717,313.1755615,105.4703735,114.6090576,107.8610596,16.76995392,1.125549316,559.0775391,300.1260254,14.23455048,0.308763814,298.7436768,311.0384033,39.06792297,32.2,92.01104736,100.1982056,42.90432129,33.08159485,11.04324341,15.26962738
Z Dorsal patch 241,-232.513501,-786.3108887,-784.4383789,-796.2658203,-792.9875,-785.4710449,-532.0814453,-590.0144531,-949.2964844,-207.8057861,-857.25625,-767.8476563,-772.4876953,-770.8724121,-757.3551758,-518.1664551,-513.1678711,-520.8088867,-522.3661133,-1252.622363,-1257.87959,-641.3703613,-1244.546094,-834.2327148,-1242.623145,-1253.944531,-1010.834766,-1241.246973,-1256.29502,-1257.39707,-997.4666992,-1263.412305,-1251.401074,-961.6999023,-1241.054883,-1239.70459,-1239.86543,-1260.583398,-937.7850586,-926.1100586,-1253.169922,-903.1438477,-1247.502539,-1246.311328,-991.1635742,-996.4851563,-1262.772852,-855.0317383,-858.8149414,-870.0094727,-865.3996094,-862.2768555,706.4719727,391.6761719,1017.708887,-729.6988281,-733.1061035,-744.1644531,-735.307373,-493.9964844,-494.6698242,-491.0636719,-488.2407715,-828.4775391,-860.1216797,-1249.18418,-1252.34375,-975.6055664,-833.5832031,-840.7015625,-841.9105469
X Dorsal patch 240,14.07442932,86.05167236,-36.09007568,20.3595459,69.81954956,-39.2539856,13.69387512,17.81824341,10.85757065,20.74355164,16.94363251,-44.43544922,15.72407837,71.54098511,-45.10218506,84.10791016,-39.85811157,74.3182373,-54.4880127,17.14817963,16.42881775,16.48343048,12.01815414,15.36717529,21.13837128,26.8858551,19.03297119,20.20527344,20.87424774,25.138797,19.68669434,19.55291748,18.38291168,17.90363464,18.06210175,18.94266663,23.44902954,20.51334839,16.71878815,22.59674835,20.81491699,17.78368683,21.2022171,20.71411133,17.09090576,24.82284088,18.71354523,82.58817749,-40.36044006,4.857828903,67.63999634,-43.69173889,15.8925293,21.23290558,16.17795868,85.48727417,-32.68178711,15.87922363,-36.56463928,79.91799927,-28.76203918,68.71975098,-44.89329834,21.27537994,16.23500061,17.21512299,18.07947388,14.7625473,6.425952911,31.15218201,32.30683899
Y Dorsal patch 240,11.59249115,-82.25462646,-82.83911133,488.7166992,202.7750854,217.5761719,-18.56086884,19.26772461,-4.872069168,-33.42354431,-32.1569458,-95.58743286,484.2628418,209.6115723,208.8555908,-68.10100098,-74.07333374,234.5117676,232.9649658,-19.59118042,-15.06665955,-61.96843262,-16.71463013,-26.84727783,-14.09683228,-15.39331207,-17.50241547,-16.41777496,-14.86456604,-15.87924194,-20.3038681,-17.70894623,0.043261826,-9.071286011,-8.135988617,-8.667391968,-15.75348358,2.811206245,-63.88250122,-51.8204895,15.82472992,-56.84137573,-7.056155396,-19.13695374,-6.891542053,-10.47180023,-0.391546869,-88.26557007,-80.07868042,460.8577148,206.3758301,214.8171875,9.031821442,9.003276825,11.91537094,-84.6034729,-102.568396,449.6828125,198.3023682,-87.5010376,-103.4629639,201.9218506,201.7357544,-63.11627808,-34.6,-7.137767792,-1.769241905,-54.7112854,-60.94780273,-85.38118896,-75.88937378
Z Dorsal patch 240,-238.1886963,-786.6085449,-794.0937012,-805.9776367,-795.7684082,-794.678418,-531.0523438,-595.4908203,-955.4508789,-213.9697021,-867.006543,-769.4655273,-773.3208984,-771.5672363,-771.6246582,-513.1998535,-518.8800293,-528.1049316,-525.8359863,-1251.637988,-1256.199805,-639.1996582,-1247.230762,-840.875293,-1247.457227,-1258.311816,-1013.179004,-1244.813477,-1259.24209,-1263.445117,-999.971582,-1266.004688,-1249.383398,-964.0817383,-1240.318359,-1242.21709,-1243.206836,-1257.406152,-936.8269531,-930.1097656,-1255.262891,-918.9172852,-1253.11582,-1246.596191,-993.747168,-996.1204102,-1262.106348,-855.7964844,-868.3500977,-875.4168945,-867.6249023,-870.5270508,702.3611328,386.2547607,1007.185938,-728.3963867,-742.085498,-749.6458984,-744.2144531,-491.6882324,-502.4608398,-495.840332,-502.5403809,-822.621875,-923.6195313,-1248.336719,-1250.689355,-991.8366211,-848.0004883,-844.3974609,-901.009375
X Dorsal patch 24,-20.70062714,46.23970337,-71.6630127,-20.43424377,42.48434753,-76.18204956,-17.51172791,-15.49408875,-26.10800171,-14.75980988,-22.35666962,-81.61916504,-8.47720108,48.1966156,-78.73209229,57.6286499,-70.07322998,35.4800354,-82.35678711,-21.66854706,-15.38816681,-15.41772614,-16.59550629,-14.7950943,-16.73738708,-20.85204163,-24.99542694,-23.60925446,-16.55229034,-21.27025299,-21.4386673,-23.15671997,-18.23315887,-19.11493378,-21.76802826,-24.68403778,-18.93969421,-14.39722748,-19.22870636,-20.30592346,-22.18721161,-18.76174774,-25.61936035,-24.06923676,-26.15296021,-21.54706726,-19.35325623,46.05475159,-73.76650391,-32.90112305,37.44025574,-86.11934814,-17.19989624,-12.05238876,-20.76174164,51.95984497,-67.96824951,-21.16032562,-75.23415527,43.32662354,-78.85969238,31.69891357,-85.31897583,-16.83742828,-10.97470016,-13.14082794,-13.4866684,-24.69409943,-31.7104126,-2.415607643,-4.019712067
Y Dorsal patch 24,128.9406982,12.178228,18.15077362,590.7982422,303.9987549,321.1007324,93.38495483,145.001416,105.9047119,71.78804932,78.67991943,4.665582275,590.4531738,306.1834961,311.6893799,33.03399963,37.89765625,330.7512207,327.2416748,86.70443115,101.2888794,46.56607971,92.06091309,79.75235596,78.484552,92.11876831,87.0159729,85.51588745,85.31999512,94.68568726,84.37059937,83.54306641,94.03651733,89.6019104,91.77080078,96.37225952,86.95523071,94.99487305,32.69208374,52.37584839,120.8198364,46.57788391,104.4466309,78.50687866,101.6552795,88.9147583,90.66547241,10.4997139,8.577632141,550.071582,297.4894287,302.3965332,98.90712891,107.0153687,101.5763062,9.269712067,-7.257125854,550.1068359,290.7825439,6.421595764,-11.30744629,292.2697021,303.6783691,31.20534973,27.58880005,84.83770752,92.45801392,33.44838257,25.41977997,4.92210083,7.478281403
Z Dorsal patch 24,-236.5002441,-797.5629883,-786.2913574,-802.448584,-799.437793,-788.5896484,-535.7299805,-597.8469727,-951.8878906,-212.9678711,-860.2712891,-764.2242676,-776.2100098,-779.3179688,-760.1798828,-527.0006348,-514.2357422,-526.7807129,-521.8321289,-1258.301758,-1262.391211,-646.6400879,-1248.241211,-838.8519531,-1244.405859,-1255.776855,-1013.236816,-1243.291309,-1257.602734,-1258.494922,-1002.358301,-1267.737109,-1252.07207,-962.1256836,-1244.629004,-1245.12373,-1244.813867,-1259.712891,-942.6811523,-931.0814453,-1256.735547,-907.0370117,-1250.29834,-1245.340039,-994.059668,-996.06875,-1262.505957,-862.5240234,-858.2119141,-872.3267578,-871.0222656,-860.4227539,702.5635254,388.6255615,1013.921484,-739.7036133,-733.4766602,-747.1747559,-734.1756836,-502.0133789,-491.045166,-499.0700684,-484.3373047,-827.171875,-862.4134766,-1249.221973,-1253.460742,-978.0950195,-837.203418,-843.0936523,-846.9729492
X Dorsal patch 239,0.872012329,66.22924805,-48.97781982,0.751380968,60.63673706,-54.67903442,1.519814873,5.119432449,-4.419740295,5.235102463,-0.699730825,-56.58469849,8.904234314,61.56193237,-56.7477417,71.56349487,-48.84410706,55.34637451,-63.71602173,1.048002911,4.157925797,4.007059479,2.988841438,5.38390274,4.687490463,5.073494339,-0.5403265,-0.159652328,3.331767273,3.468033218,2.24922123,-0.239536881,0.975814056,1.526643085,0.382289362,-1.38468914,5.769606018,6.578635406,0.786379623,3.345632172,0.370632339,1.488396454,1.922410965,0.338894534,-5.704993057,3.194477654,3.881232071,64.61728516,-55.21190186,-16.72970123,55.65667114,-64.76312866,2.027046585,4.655098343,-1.035556126,68.88278809,-50.49771729,-1.955432892,-54.14830322,60.7272644,-53.08842773,50.27765198,-63.16137695,3.592876816,9.675,4.176245117,4.395276642,-4.216224289,-12.36429901,16.45634003,17.30571747
Y Dorsal patch 239,113.4117554,0.243097806,4.542134476,578.5613281,291.8547852,306.7261719,78.69016113,129.0936523,90.67432861,59.12416992,65.58956299,-6.913989258,575.5387695,293.3638672,299.0559814,19.55196991,23.66138458,318.8992432,315.9864502,72.89840698,85.4590332,32.3428772,77.74500122,63.9293457,65.6355835,76.94882813,73.62607422,70.81984863,73.29276123,79.80563965,68.82544556,69.27996826,81.53456421,75.53021851,78.76217041,81.73805542,70.43403931,82.60767212,19.13595886,37.54361877,106.7303589,32.03034058,89.37643433,66.13190308,84.86276245,77.39933472,79.5772583,-3.154899025,-3.088507652,539.7944336,283.2735596,291.5349609,86.10849609,94.55584717,87.98087769,-3.530956268,-19.59606323,536.9148926,278.3464111,-6.407013702,-21.14034424,279.0132568,288.917749,19.41357269,18.82409973,70.85394287,79.4223999,20.88995514,12.10351715,-9.292229462,-4.35596199
Z Dorsal patch 239,-230.3227539,-785.9685059,-784.1146973,-796.3961426,-789.6321777,-785.3805176,-531.5963379,-588.5559082,-945.8424805,-207.7619141,-854.3760742,-764.5056152,-767.4694336,-767.9607422,-758.4556641,-514.2623535,-513.0087402,-520.8001953,-520.9195801,-1251.061328,-1257.344629,-639.6674316,-1244.187793,-835.0277344,-1239.753027,-1250.509082,-1006.369141,-1237.831152,-1252.064844,-1253.44834,-992.8757813,-1260.774023,-1247.220117,-957.8199219,-1236.508105,-1235.05127,-1236.937891,-1255.970313,-934.5428711,-924.1999023,-1247.193945,-902.0277344,-1243.554492,-1238.698828,-985.7181641,-992.9150391,-1258.954199,-852.3430664,-858.9602539,-866.4550781,-864.6356445,-860.6103516,708.4412598,392.9061768,1017.93291,-726.0286621,-731.3532715,-741.8250977,-734.1647949,-490.0692383,-490.8300781,-489.3855957,-486.9723633,-823.1535156,-870.6450195,-1245.956055,-1249.429785,-975.4416992,-834.0736328,-839.3368164,-850.1546875
X Dorsal patch 238,24.46446991,88.69711304,-29.52278137,20.27295685,85.77373047,-38.72626343,22.70375214,29.85272522,15.3116272,24.38064575,20.07230682,-41.61097717,33.9553009,83.59483643,-37.6838501,95.91079102,-27.05473938,74.29873047,-49.7811615,24.84250183,24.04566803,23.96862335,24.06995087,26.01364136,25.65252686,31.39085999,25.24712372,22.41098633,27.16450806,29.73071899,29.23572083,25.04593964,24.47881622,25.59856262,29.11696167,24.24585419,34.00847168,28.91821594,25.47322845,30.84024658,28.27214966,24.27660065,27.06334839,23.54555206,18.82365265,29.10168152,26.33737793,89.45474854,-38.69434509,-0.861895275,77.2142334,-52.91964722,22.68601074,24.3454071,19.18428345,93.16439209,-34.33372803,17.73420868,-36.74480286,84.16095581,-33.06585693,74.01624756,-43.35644531,24.52154846,31.77319946,22.55193481,24.49033356,15.31560211,8.983615875,36.74515991,38.16776733
Y Dorsal patch 238,135.6207031,22.79424133,25.43774719,601.6265137,306.9517822,328.9466553,99.66512451,150.7715942,113.7993164,80.75280151,86.55261841,10.92099838,595.8868164,310.6926514,321.4447021,38.69827881,46.92141113,341.2084473,337.9742432,94.52791748,107.7502563,53.15766602,97.20245361,86.10877686,85.71605225,100.1329895,93.58972778,90.2336792,90.00194702,101.0316956,89.01397095,89.08138428,100.3720947,94.84816284,97.17873535,100.6439148,92.85314331,99.06061401,36.79727173,59.25532837,126.9207153,52.32384033,112.1391235,83.31554565,108.7830444,96.84290771,97.41608276,16.07050781,19.92020264,562.0567383,304.7508057,313.9297363,104.8755371,117.6141602,110.6567993,17.55390167,4.447154236,559.1246582,299.2995361,13.16785736,1.053077888,299.9982666,311.6795898,38.28525085,37.83970032,92.29941406,99.54233398,41.67679138,34.90704956,10.9964035,19.89060211
Z Dorsal patch 238,-248.3567871,-793.8283203,-803.4126953,-809.5846191,-803.976416,-806.276416,-543.0847168,-608.6400391,-965.2335938,-223.5667969,-871.8318359,-783.6194336,-789.0465332,-777.0602051,-778.3871582,-524.1215332,-533.744873,-534.0795898,-541.3822266,-1268.232031,-1277.456934,-656.3162109,-1259.571094,-848.693457,-1254.812402,-1267.043848,-1020.10752,-1251.505566,-1267.377246,-1270.567578,-1009.369824,-1272.766895,-1257.643359,-969.8751953,-1250.003027,-1251.47334,-1255.908203,-1274.10293,-946.7558594,-935.8170898,-1266.856836,-915.1147461,-1258.312793,-1254.812109,-1003.507324,-1008.810352,-1274.679883,-857.7879883,-870.015918,-881.184082,-869.8358398,-878.7767578,697.2837891,382.4306641,1007.659863,-734.9730469,-748.6984375,-753.7972168,-747.2358887,-500.226123,-509.0708984,-493.3177246,-501.3371094,-836.3847656,-870.3831055,-1257.095215,-1264.366602,-983.9390625,-839.5899414,-853.4725586,-851.8129883
X Dorsal patch 237,16.70882568,79.14885254,-36.31322937,12.50910416,78.73442383,-44.36759338,13.98897552,22.93695526,9.141751099,17.16692505,12.47496796,-46.28660278,26.6022522,74.94611206,-43.83919983,86.01393433,-32.9894928,65.86986084,-54.14724121,16.35865631,18.62858887,17.00526276,18.11570129,19.41749725,18.69614258,20.36216431,14.71598511,14.26093903,18.654216,19.51282806,19.23363495,15.6694397,14.96614075,16.15463257,18.73478088,16.47567596,24.88124847,21.89348907,16.58160248,21.32218018,18.79198456,16.018927,16.96541901,14.25065155,11.06290359,18.8428299,17.82547302,79.02803345,-45.85030212,-8.256682587,67.42984009,-59.83287964,14.39569092,15.30839081,10.55919418,83.53222046,-43.57525635,8.510987854,-45.45818787,74.94569702,-43.13730774,63.87439575,-52.52818604,15.27374725,25.79830017,15.30181274,16.72690887,6.374114227,0.599072218,30.22789917,28.89830322
Y Dorsal patch 237,144.4714844,26.54421082,33.36270752,607.9259766,314.6018799,336.061792,106.49104,157.8703857,120.3315063,88.97290649,94.44551392,18.70890198,603.8405762,317.5408447,327.3873047,43.91937256,53.63717651,346.7918701,343.0866699,101.1228271,114.4505371,58.45901489,103.473999,91.47246704,93.17700195,108.135791,104.1282349,99.34512329,100.4125488,110.4872925,99.95797729,99.60739136,106.7309692,102.152533,105.797168,110.0900635,99.61155396,108.2758667,45.24011841,68.92432251,136.437854,60.32316895,121.9420044,91.95004272,119.5887451,105.0893555,105.5463257,24.96831207,25.85762939,566.9685059,311.712915,320.9678955,112.2967163,122.9735596,116.4826294,24.43613434,9.648969269,566.3475098,307.4474121,20.91809082,7.918325043,305.5105225,318.8424805,47.10964966,37.94020081,98.83495483,107.7091797,49.47762756,41.1789093,18.45250549,23.77644501
Z Dorsal patch 237,-238.746167,-787.2513184,-792.4755859,-801.3734863,-796.1600098,-795.2370605,-535.5724609,-598.9974609,-954.4996094,-215.6564697,-861.5621094,-774.6953613,-782.032373,-773.4399902,-766.4228516,-518.1580566,-521.8127441,-526.1914063,-530.9297852,-1258.925781,-1266.205664,-647.2063965,-1251.503125,-840.440332,-1246.113281,-1257.506445,-1015.674219,-1243.227832,-1259.622559,-1263.686914,-1002.899707,-1268.759375,-1252.721875,-962.8893555,-1243.34082,-1245.844629,-1246.843164,-1268.182813,-939.3148438,-929.437793,-1257.760938,-905.990918,-1252.806641,-1246.783203,-997.4789063,-1001.986523,-1268.456641,-854.3917969,-863.3525391,-874.6072266,-867.1988281,-871.1601563,702.6646973,388.4411377,1013.970605,-729.9350098,-740.601123,-748.7410156,-741.246582,-495.2693848,-501.9757324,-490.5782227,-492.5683594,-830.1092773,-860.5507813,-1252.909375,-1257.500391,-976.9416016,-833.8323242,-845.6083008,-842.1643555
X Dorsal patch 236,21.75111847,88.03682251,-28.59796448,25.43727264,75.5699646,-34.21342468,22.32758942,25.78607788,18.8998291,23.03374023,24.83804016,-37.39338684,26.51879272,76.90089111,-39.75336304,88.92404175,-28.01955566,77.0859314,-48.99222107,25.54539948,27.40875854,23.11950226,24.51494598,26.66902771,24.76976929,31.29375305,23.64970245,26.29173279,23.31052704,27.64110107,25.62965698,20.5647995,19.47054596,19.22769165,20.07468414,22.87973633,26.80366516,25.02169647,21.73085785,29.11690063,24.63899078,22.62593384,24.44002838,22.67324524,14.31623688,24.90833435,24.80026398,82.90646973,-37.4813385,4.509733963,75.87862549,-48.38719177,20.35375977,22.74159851,18.72555695,84.42806396,-34.0885498,17.16186676,-35.09424133,79.45234985,-33.74266052,70.04595947,-43.56271973,23.37424011,26.02080078,21.43496094,17.2493927,14.07738495,9.132696533,33.12409668,33.49244995
Y Dorsal patch 236,80.84580078,-22.59295197,-22.72277374,552.4582031,261.8188477,278.0143799,48.43494873,93.59912109,60.92323608,29.80857849,36.99103088,-35.09328003,546.4236328,267.8321045,269.9015137,-8.624702454,-6.999702454,294.9787354,289.927124,45.4933136,54.85986328,4.282046127,50.86341553,37.70067749,41.46083984,48.1360199,43.03233032,44.66080322,45.83688354,49.51126709,37.14003906,41.32371521,54.57421875,47.95627136,49.28369446,49.99544373,43.21383057,57.39609375,-6.646389008,7.669774628,76.3112915,2.419414711,57.43013916,39.44879456,52.66297607,50.73222046,53.97457886,-30.49629517,-27.54794922,514.3570313,256.5881836,264.2500244,63.35129395,66.92134399,63.33079224,-31.95041809,-45.93493042,510.3733398,252.3782715,-34.45097961,-46.73411865,253.7728271,260.3742188,-6.266003799,4,44.41230469,51.11384277,-2.668664932,-10.43684006,-35.80499268,-26.07781067
Z Dorsal patch 236,-236.3122803,-783.5900879,-792.9737793,-800.9241211,-789.6533691,-791.8977539,-531.2769043,-591.1462891,-949.3496094,-209.3887451,-856.5892578,-769.3426758,-773.5413574,-765.4253906,-766.3143066,-509.4748535,-520.7377441,-523.6982422,-527.0325195,-1253.769238,-1260.95127,-639.5785645,-1245.669727,-837.8385742,-1245.522949,-1254.563574,-1010.803125,-1242.068555,-1256.150098,-1258.048242,-997.6983398,-1261.366016,-1249.996582,-962.8769531,-1241.509766,-1239.755273,-1240.769824,-1259.888184,-938.3594727,-926.1323242,-1252.476172,-908.8975586,-1245.739453,-1244.381543,-986.3144531,-995.5248047,-1263.736914,-850.1126953,-867.3411133,-872.0068359,-867.890332,-865.5509766,703.1061523,391.7005371,1013.292871,-724.0132324,-737.5649414,-745.2487793,-741.8071289,-490.4894043,-497.5088379,-490.012207,-496.361377,-825.9991211,-888.6851563,-1248.10127,-1252.582715,-981.4678711,-838.0244141,-842.5374023,-867.6811523
X Dorsal patch 235,26.90455322,93.08189697,-25.12380829,29.33735046,81.12496948,-26.8756073,27.76166687,31.01124573,22.85683136,28.94502563,29.90307617,-33.24508972,31.57927246,82.54074097,-34.30188904,92.31046143,-24.97607727,84.52438354,-44.18484497,29.73016968,31.05794678,28.12965393,27.12363586,29.77713013,35.64081116,49.5995575,36.55082092,37.91077881,40.23002014,43.74460754,40.27135925,36.86603394,31.32937927,31.77077332,33.17052307,36.28503418,43.78345642,37.39795532,32.18891907,43.67122192,41.61659241,37.16104431,42.60021973,33.56858826,35.95361938,43.92363892,32.41446228,95.80257568,-24.49914551,18.47337799,85.39063721,-32.40899658,30.46914673,37.52787476,32.74224548,100.767926,-18.60352936,29.44107361,-21.459729,94.15080566,-19.92651215,79.36370239,-29.14309692,34.64873962,33.82590027,29.28911438,28.6393219,22.40725861,20.08038635,45.59834595,47.93390503
Y Dorsal patch 235,54.98461304,-46.36542969,-46.09698486,530.0891602,235.9132813,254.7504395,23.18544464,68.31053467,34.55153809,4.700902557,9.095181274,-60.35974731,522.0243652,243.7433105,245.7587891,-33.23338928,-31.67581787,271.7447998,267.1293457,24.10286713,30.54667969,-22.32217255,26.62449036,14.86014099,26.37086792,31.70309753,26.79960632,25.94265442,25.62958374,31.46238708,21.59713287,23.50385895,38.98164063,31.50061951,31.36703186,35.97347717,26.95093689,41.08357239,-23.35975189,-7.902482605,57.76548462,-16.87698517,38.73336487,24.37043152,36.95968018,33.71247253,39.48361206,-49.76623535,-42.3492981,499.7791504,243.7463379,251.0544678,50.77676392,47.03753967,49.18228455,-49.56550903,-62.99556274,493.4003418,237.152002,-50.44737549,-62.15369263,237.727002,244.1363037,-22.14615021,-10.20009995,28.23861694,34.25376587,-20.45361786,-23.05115204,-50.32533569,-42.370224
Z Dorsal patch 235,-234.8131104,-781.9672852,-793.914209,-801.1404785,-790.8071777,-793.7555176,-531.6185547,-589.3304199,-951.1232422,-210.7177734,-861.1574219,-769.3714844,-771.8578125,-764.5016602,-768.6824707,-507.7255371,-519.8424316,-524.3873047,-526.3068848,-1251.498828,-1258.552832,-638.9709961,-1245.80498,-837.4989258,-1243.938281,-1252.575781,-1003.683887,-1240.52168,-1253.344824,-1256.829492,-993.6893555,-1256.908203,-1245.708301,-960.5179688,-1236.981055,-1235.639258,-1236.326855,-1257.112793,-933.6661133,-923.2106445,-1248.941309,-905.1230469,-1243.48457,-1242.337695,-980.4698242,-992.2104492,-1260.257129,-845.2509766,-865.2322266,-869.6625977,-861.3771484,-865.9300781,706.671582,393.4325195,1016.083203,-719.7566406,-738.8061035,-742.1269043,-742.6768555,-484.1197266,-499.6402344,-484.3192871,-499.8433105,-823.8231445,-898.525,-1244.595508,-1246.365918,-980.9649414,-835.409375,-839.7888672,-874.440332
X Dorsal patch 234,-2.27461586,77.40316772,-52.69961548,6.347095108,59.849646,-53.74083862,-0.200335145,0.180538654,-4.181778717,2.258776474,3.349667358,-56.46345215,2.412552261,61.5630127,-59.58047485,74.97026978,-58.08075562,62.28405762,-67.48299561,1.953401947,0.909869289,2.226625633,-2.072812462,1.320387745,4.016292953,7.881015015,0.988527012,1.39383831,1.984483337,4.271391296,2.515620422,2.815787506,3.279476929,0.256430221,0.258083129,0.469100142,1.36766119,7.165182495,-2.057635498,3.528336716,2.370226097,-1.155537033,1.937410355,2.719093704,0.073428196,8.098786926,2.912996864,63.85440063,-54.63610229,-9.323631287,54.66397705,-55.39868774,-0.402152634,4.174110794,2.847610474,67.16035767,-48.15163879,1.918065453,-52.21342773,65.06384277,-42.00762939,54.36901245,-60.89314575,3.142684555,-1.804999924,2.666286659,1.951566124,-0.39874444,-6.365797424,14.68587799,15.81412048
