Name,CW_NR0654,CW_NR0718,CW_M1937,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M29,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_JM5397,NHNW_B118,NHNW_B14,NHNW_B34,NHNW_B71,NHNW_J14051,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8827,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Good_Teeth,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_M_Good_Teeth,SHNW_Mr_Fox
Z Superior midline CUR 5,-222.4111328,-259.1515625,-800.9165527,-813.3277344,-809.6669434,-810.7328613,-546.7524902,-620.3984375,-982.6303711,-229.3395996,-881.8042969,-777.3120605,-785.1089844,-785.773877,-792.9792969,-790.9680176,-540.4993652,-541.0157227,-543.2527832,-550.8807129,-1415.699316,-1423.555176,-1409.155371,-1438.563379,-1151.601367,-1430.583691,-1464.236914,-1136.010547,-1161.025684,-1453.39375,-1114.916699,-1182.25,-1167.535449,-1420.626953,-879.2231445,-890.8420898,-882.0620117,-886.2334961,680.425293,361.963916,984.446875,-753.8755371,-750.1780762,-763.9815918,-756.8938965,-756.9138184,-504.8712891,-510.3647949,-513.1011719,-515.3255371,-913.5939453,-889.784375,-963.5719727,-910.809668,-951.8245117
X Superior midline CUR 4,5.367164993,-4.552701569,78.11605835,6.890331268,65.00223389,-52.5973999,2.167581558,-1.281903076,-4.829283524,-1.282760239,1.346838284,64.86624146,-52.42553101,3.396847534,55.3583313,-61.66668091,67.28483276,-58.67059937,64.93493042,-63.51245728,-2.678840828,-1.872350502,-4.82257843,-3.492273331,-0.609091616,-1.073207664,-1.454994011,1.677341652,1.856396675,0.208994317,1.576642609,-6.227418137,-3.294590759,-3.420950317,-56.39736328,-4.208428574,62.65441895,-61.88533936,-1.511161137,1.643061066,-4.816288376,67.9852356,-58.41502075,0.28258183,63.79221802,-51.77525635,72.73646851,-55.20187988,62.74917603,-58.26618652,-6.607306671,-1.875548935,-3.761000061,-0.171202064,11.80379333
Y Superior midline CUR 4,-114.0048218,-114.0985596,-188.5256714,379.0947021,102.7661011,107.9831543,-133.4138184,-103.5954102,-117.8553345,-140.5843872,-129.6721802,-193.8833984,-205.1700928,371.8745605,110.7636963,99.04926758,-183.9219482,-198.2029541,120.4650024,125.2399048,-11.15158005,-14.24942627,-9.66446228,-2.927158165,-16.04488831,-2.140716743,-2.707308769,-24.79681091,-17.50922546,-25.63132935,-16.37573547,-6.541764069,-20.1213089,-13.44832458,-190.4175293,358.6188721,94.63082886,107.4663574,-108.3038818,-101.4827209,-100.3905334,-197.6174683,-215.6334717,355.9119873,93.64051514,89.19901123,-202.2716431,-222.3594482,100.3120728,92.57247314,-58.97832642,-60.13205566,16.01699982,-45.84140015,-27.1
Z Superior midline CUR 4,-225.6408203,-261.618042,-804.5944824,-816.674707,-813.0648926,-814.1129883,-550.9663574,-622.819873,-984.3240234,-233.2770508,-885.3412109,-780.9430664,-788.1102539,-788.8568359,-795.5748535,-793.0367188,-542.131543,-542.8356445,-546.3355469,-551.2297363,-1412.97998,-1426.062695,-1412.639551,-1441.088867,-1155.828516,-1432.647852,-1467.95918,-1140.159082,-1163.441504,-1457.88877,-1115.895605,-1186.710547,-1172.052734,-1423.850098,-883.1754883,-896.040918,-886.9895508,-890.4884766,676.5141113,359.2068359,983.0390625,-757.3055664,-756.1377441,-769.1291992,-761.7441895,-761.8855469,-510.2187012,-514.4660645,-518.0244141,-519.6945313,-915.693457,-892.6583984,-961.0599609,-912.340332,-950.5280273
X Superior midline CUR 3,5.360120773,-4.774355316,79.41467285,7.000550079,65.99937134,-53.92307129,1.739404106,-1.285938931,-4.458614349,-1.041102505,0.909126759,66.59817505,-53.65477905,3.233686447,56.4881958,-63.05543213,68.81757813,-59.57393799,65.23248901,-65.23271484,-3.030368614,-2.087319374,-4.967425156,-3.759328461,-1.03424015,-1.063391876,-1.876823807,1.834143066,1.701925087,-0.059803122,1.489480114,-5.445041656,-3.730711365,-3.305095673,-58.23775024,-4.030270004,64.31569824,-63.34370728,-1.552291393,1.59394989,-4.333467484,69.45405884,-59.91411133,0.387934113,65.29376831,-53.27461548,74.37437744,-56.41833496,64.0821167,-60.3746582,-6.578952789,-2.123444366,-3.818999863,-0.225431943,11.53544769
Y Superior midline CUR 3,-107.8437744,-106.5996704,-183.0345581,385.0850342,108.2271362,113.7687134,-127.4895874,-94.8291748,-110.3000122,-135.1400757,-125.3143555,-190.3020508,-199.6533447,376.9088623,116.946228,105.9895508,-177.6671509,-191.1027832,127.5543579,133.0184814,-3.676073837,-9.748099518,-4.575968552,-0.211111593,-11.979776,4.691545105,0.988160229,-21.1868042,-11.7982132,-20.1996048,-9.633856201,-2.08837204,-15.35943298,-11.36078796,-187.5612793,362.4757324,98.54833374,110.6315308,-104.8069702,-96.14418945,-94.44247437,-194.172937,-212.913501,359.4680908,97.10541992,92.09474487,-199.6263672,-220.0828613,104.9982666,96.59888916,-54.77388916,-54.96317749,22.33899994,-40.59671326,-20.50940247
Z Superior midline CUR 3,-229.9946289,-265.6926758,-809.742627,-822.2139648,-817.8513184,-819.4387695,-558.072998,-627.3589355,-988.5449219,-239.2010254,-891.3760742,-787.0643555,-792.1621094,-794.2536133,-798.3585449,-797.0867676,-545.2320313,-545.6792969,-550.3950195,-553.2255859,-1409.667773,-1431.645996,-1418.255859,-1446.144531,-1163.260938,-1439.232715,-1474.346289,-1146.847168,-1169.277246,-1464.840527,-1120.644531,-1194.747949,-1178.66123,-1430.014063,-889.956543,-902.3689453,-893.0044922,-896.2444336,670.8459473,353.6072754,978.0525391,-762.5420898,-763.1378906,-775.9703613,-767.6999023,-768.6580078,-516.8036133,-520.3554688,-524.8658203,-526.2318359,-919.4072266,-896.9271484,-959.8980469,-916.1558594,-951.3454102
X Superior midline CUR 2,5.436701202,-5.187258911,81.52167358,7.294352722,67.68240967,-55.74333496,1.341687489,-0.92878027,-4.347220993,-0.792433357,0.740505314,68.41773682,-55.31987305,2.8857481,58.01889648,-64.92144165,71.2184082,-61.21646729,66.65657959,-67.68809814,-3.413340378,-2.218337822,-5.031520081,-3.690016937,-1.66128521,-1.467913437,-2.314113808,1.999961853,1.626051903,-0.553284693,1.630555725,-4.554707718,-4.297675323,-3.440299606,-60.50559082,-3.743339539,66.79734497,-65.78068848,-1.586527157,1.584098625,-4.359093094,71.21619873,-61.9543396,0.354436398,66.69789429,-55.13607788,76.27565308,-57.82556763,66.03936768,-62.48742676,-6.55677948,-2.544287682,-4.236000061,0.046572164,10.92333145
Y Superior midline CUR 2,-105.1140625,-102.4021484,-179.1700195,387.8366699,111.20177,116.2262939,-122.6671509,-87.84348755,-105.0418091,-132.0525391,-124.3266357,-187.3324463,-197.0164063,379.2288574,120.4341431,110.7256348,-173.9924194,-186.8515015,133.0609619,139.028125,0.426453495,-10.3109642,-4.908705521,1.598223305,-10.7151329,6.606433105,2.009069443,-20.73422699,-11.01986313,-20.01358032,-4.214175797,0.183244169,-13.6696701,-9.254129028,-185.7473145,364.1439941,97.52700806,113.0321533,-103.6970581,-93.27044067,-89.42845459,-192.3545776,-211.8203857,361.4970947,98.58948975,94.29772339,-198.1259033,-217.4411621,106.2023926,99.11896973,-52.04536743,-50.73569946,28.5769989,-35.82419434,-14.04427338
Z Superior midline CUR 2,-237.7717773,-274.0268066,-816.9413086,-830.5238281,-825.1748047,-826.9179688,-567.0321289,-634.8713867,-996.412793,-247.248877,-899.2947266,-794.6126465,-799.120166,-802.2016602,-804.9393555,-803.6609863,-551.7338867,-552.9889648,-556.9154297,-559.148291,-1401.663379,-1439.413379,-1425.984082,-1452.158008,-1171.791602,-1447.820117,-1482.058008,-1154.729688,-1177.720313,-1473.715918,-1127.00918,-1203.791309,-1186.71416,-1437.159082,-897.3425781,-909.7860352,-899.8014648,-902.2132813,664.0154297,346.4165283,971.8425781,-768.534668,-770.305957,-783.5313477,-774.26875,-775.9949219,-523.9473633,-526.7120605,-532.8780273,-533.2175781,-924.5035156,-901.7706055,-961.2780273,-920.8137695,-952.2578125
X Superior midline CUR 1,5.371164322,-5.203476334,83.75334473,7.713534546,69.53419189,-57.46898804,1.306649399,-1.28070364,-4.273978806,-0.686594343,0.741315365,69.66636353,-56.96347046,3.001651573,59.31207886,-66.84707031,73.5366333,-62.5831665,68.79730835,-69.9956543,-3.033748245,-2.159568787,-5.100408554,-3.751843262,-2.907336235,-2.114908981,-3.290823364,2.190149879,1.702122688,-1.572120571,1.643043327,-3.071101379,-4.544116211,-3.895452118,-62.18324585,-3.309597015,69.48939819,-67.43447876,-1.729161263,1.825483704,-4.796812439,73.65480957,-63.63909912,0.381331491,68.09883423,-56.67775269,78.61359253,-58.95031128,68.31004028,-63.6376709,-7.095883942,-2.805311394,-5.124000168,0.660195732,10.21641464
Y Superior midline CUR 1,-104.0717896,-100.8156494,-178.2267944,387.4043945,112.4186646,114.2741821,-123.4808594,-88.29369507,-102.7026367,-132.9304199,-126.7079468,-187.1727173,-195.0589233,378.1199463,121.231897,108.8754395,-173.5392456,-184.623999,133.7839233,141.4710693,0.785855103,-13.1577652,-8.146240234,0.687038469,-13.01688385,3.699877167,-0.004994353,-22.68688507,-13.64381561,-24.61278076,-4.009366226,-3.563072586,-17.25094147,-10.30905304,-187.5491577,361.3992188,95.02322388,110.6157471,-105.8943237,-94.72420654,-89.52631226,-194.9984741,-214.8494141,357.6536865,96.39906616,92.86582031,-201.7042236,-220.7289551,102.971228,95.91177979,-51.72155151,-52.50406494,32.89400024,-34.50668335,-11.07459717
Z Superior midline CUR 1,-245.5061279,-282.6422607,-824.2706055,-838.6911133,-832.6675781,-834.3078125,-576.4886719,-644.444043,-1004.883008,-255.1687988,-906.9834961,-802.2603027,-805.6584473,-809.873584,-811.7189453,-812.1791992,-559.0639648,-560.6564453,-564.4599121,-566.3523438,-1393.101563,-1447.211426,-1433.979199,-1458.176563,-1179.579297,-1455.988086,-1489.475293,-1162.076953,-1186.350879,-1481.861523,-1135.281836,-1211.981934,-1194.1875,-1443.664746,-904.4417969,-917.1110352,-906.5335938,-908.6827148,657.0947754,338.4571777,963.3551758,-774.1891113,-776.9185059,-790.8285645,-780.3261719,-783.5238281,-530.4893555,-533.2413086,-540.3781738,-540.3345703,-930.3564453,-908.45,-966.0160156,-927.437207,-958.1105469
X PM / M1 R,-10.95512466,-20.89055939,61.15921631,-9.738410187,48.23734741,-68.28414307,-13.21524963,-20.3576004,-22.92428284,-18.24748993,-16.43249969,45.59540405,-67.94953613,-13.85993958,38.57559509,-75.29196777,49.36430969,-74.03027954,48.04280396,-76.53768311,16.16628876,-18.93410339,-22.16382141,-17.48957062,-20.35563202,-19.4703064,-17.94938202,-14.95169067,-18.22328796,-18.35533142,-15.79913483,-25.28381805,-21.5634903,-19.34174957,-72.3956604,-21.03206329,43.51642761,-76.11236572,-17.79427032,-16.30487518,-22.83127441,49.4436615,-73.77960205,-16.65540314,45.82261353,-67.3526062,55.30120239,-70.72503662,44.19856873,-71.91390991,-22.77485962,-18.29607086,-17.31649933,-16.40403137,-4.765695572
Y PM / M1 R,-117.8963013,-120.5022217,-192.4939209,374.8786865,98.64478149,103.4603882,-139.0953003,-111.8401123,-123.3028442,-143.6991333,-132.8457031,-193.1375854,-209.1178467,368.318042,106.2493408,91.6963562,-187.1960693,-205.1526855,113.5396484,115.3200806,-15.68171997,-19.48319244,-17.1697525,-6.46559906,-19.8911026,-7.916924286,-6.860325623,-27.79190979,-24.52911377,-31.01852112,-24.03560181,-14.419104,-26.19531555,-16.96049805,-193.6289551,357.4345947,91.84534302,106.314502,-110.3867798,-107.1109131,-106.0179688,-200.8987305,-217.3044922,351.2593994,89.09753418,85.52706299,-205.5958252,-222.0557617,94.78922729,86.31732788,-61.89381104,-64.28308716,7.466000366,-53.5734436,-36.9111084
Z PM / M1 R,-216.1879883,-250.435791,-799.2546875,-807.8669434,-807.3366211,-800.4180664,-539.4463379,-612.5803711,-975.9585938,-223.4193848,-874.9405273,-772.6351074,-775.8812988,-779.6520508,-791.9336914,-778.3656738,-539.9665527,-531.6879883,-541.5474609,-539.2727051,-1423.911621,-1419.049316,-1406.990723,-1434.677832,-1146.476758,-1424.614063,-1459.4375,-1131.878027,-1156.257715,-1447.066602,-1109.188086,-1180.216992,-1162.01582,-1416.623926,-872.6105469,-886.2916992,-883.9801758,-877.9585938,684.7897461,363.8712402,988.7206055,-755.2392578,-743.4741211,-761.1553223,-758.5660645,-751.4998535,-504.8205566,-501.9563477,-514.2502441,-507.204541,-908.4566406,-883.4696289,-958.3882813,-907.4628906,-945.8633789
X PM / M1 L,21.484375,14.20494232,90.67838135,24.08009796,78.55906982,-32.67841187,19.79864807,17.38786011,13.34221191,15.89920044,19.28345642,79.41028442,-34.42339172,20.44218903,68.74562988,-42.11920471,80.13779297,-38.58676453,79.64962158,-44.38822327,-20.15090332,15.68230133,14.54079132,11.24174576,18.59000702,17.31475525,15.92852631,19.2256012,21.06626434,19.31019745,18.97826538,12.49365234,16.1545105,14.28412933,-38.39861755,12.47042999,75.37327881,-43.59572754,14.88579559,18.41946869,13.45139923,82.16022949,-40.19545593,18.37577667,77.97481079,-32.81531372,86.2975769,-36.63178711,77.47794189,-38.17926941,9.458300781,15.13690033,11.2776001,15.87939301,29.79971924
Y PM / M1 L,-118.2293701,-119.341687,-190.8389038,375.5815186,99.05834351,103.9665894,-136.6570313,-112.3148926,-125.0849609,-144.8646851,-131.4870972,-195.2765015,-208.3513184,369.3137695,104.7744141,94.82525635,-191.1218262,-203.5634033,116.2269287,119.3984619,-18.12727814,-19.27314911,-15.97702179,-7.5438591,-20.9651413,-8.216322327,-7.75973587,-29.08921509,-23.75248871,-32.41647339,-24.02720184,-13.1584671,-24.77053833,-16.98807526,-193.9998413,358.2177979,93.33418579,105.6900269,-110.5809448,-107.7983032,-107.4850464,-200.0010986,-219.994751,352.5401855,91.51732178,85.25960693,-202.0365234,-221.4582031,98.68255005,90.30598755,-62.39016724,-64.02624512,8.566500092,-51.0546814,-34.4466156
Z PM / M1 L,-215.7695557,-251.9424316,-790.3871582,-806.4996582,-799.6269043,-809.4155762,-540.9266113,-612.9426758,-974.8293945,-224.9299561,-875.6298828,-764.9604004,-782.8460938,-779.1083496,-785.3978027,-787.3018066,-531.0459961,-539.5016113,-534.8739258,-547.8501953,-1423.199609,-1419.254395,-1407.117773,-1435.973242,-1148.270508,-1425.397656,-1461.583594,-1132.439063,-1155.241211,-1448.383594,-1110.717676,-1176.54541,-1163.522363,-1417.778906,-880.7560547,-885.2419922,-873.8253906,-886.8793945,684.6536133,365.3463379,987.1911133,-744.4236328,-752.2166504,-761.073291,-750.1917969,-758.9101563,-496.5525391,-508.3276855,-505.6628418,-515.758252,-910.1212891,-884.5336914,-961.6896484,-904.2491211,-945.9100586
X Origin of incisors (superior),5.115159988,-2.377748299,73.44711914,6.35759697,60.78954468,-47.97080383,4.103546143,-1.891537285,-6.899916077,-2.428520584,2.701253891,57.25592041,-48.22888184,5.179261017,50.37654114,-56.27396851,59.74337158,-53.56807861,63.97957153,-55.76629028,1.297807598,-0.725982285,-3.113193703,-2.822277832,-1.74179287,-1.272010803,0.131225002,1.294530582,1.627941132,0.057884079,1.562570381,-7.185159302,-2.059577942,-1.829670143,-51.91181641,-4.390304565,55.06345215,-56.18012695,-0.93816061,0.278500509,-6.724266052,61.67948608,-54.96160278,1.644252968,58.65397339,-46.93635254,68.23058472,-49.79981079,58.14805298,-46.65119324,-7.307662964,-1.737926483,-4.651300049,2.715567017,11.96953964
Y Origin of incisors (superior),-149.4219727,-159.5049683,-225.599707,343.0207031,70.14771729,70.39538574,-171.5231567,-151.0483398,-157.3447144,-172.4205078,-167.8616211,-231.7083252,-241.9953857,336.91875,77.73937988,55.86903687,-219.9158447,-239.9289307,82.42943115,85.96563721,-53.55548096,-46.68028564,-46.45344543,-32.33977661,-52.08468018,-43.52283325,-39.53417053,-58.31790161,-57.99595337,-60.81478882,-60.82109375,-49.18345337,-58.07521973,-45.11321106,-220.692041,332.2336914,69.5446167,81.05650024,-139.7640137,-137.0520264,-141.2339111,-232.3562256,-244.188501,327.4303955,64.69940796,60.96231079,-228.9915771,-249.0856934,71.50773315,60.45967407,-93.81446533,-99.29432983,-18.8923996,-84.67387085,-69.08483276
Z Origin of incisors (superior),-204.7753296,-240.7003174,-781.5388672,-794.6303711,-791.9603516,-790.7426758,-525.6872559,-604.9475586,-970.965332,-208.9590088,-861.237793,-753.523584,-769.1771973,-767.2621582,-782.1306641,-772.7818359,-531.2455566,-531.1380371,-530.7500977,-542.3162109,-1436.573242,-1401.977051,-1389.792773,-1424.674414,-1128.253223,-1410.400098,-1446.525293,-1116.950879,-1140.350781,-1424.212793,-1107.063379,-1157.440918,-1146.189063,-1403.413574,-861.8161133,-867.9303711,-859.1766602,-868.2692383,700.5794922,374.845874,993.653418,-735.0033203,-727.8182617,-743.6669434,-737.1282715,-738.5553711,-479.3617188,-484.4499512,-492.7888184,-492.0585938,-903.4702148,-874.1980469,-977.7458984,-906.3357422,-961.8391602
X Mental foramen R,-5.609825897,-15.72568512,67.88658447,-4.184023285,52.20913696,-62.11870117,-7.068202972,-14.9545517,-16.01139984,-13.2296524,-10.38304901,50.78972778,-62.30837402,-7.625545502,44.08847046,-70.05580444,54.61259155,-67.51986084,54.84170532,-72.08676758,10.11562119,-13.10283356,-14.7447113,-12.01523819,-13.09064941,-11.05017776,-10.68441162,-8.267513275,-9.960947418,-11.57040939,-10.21501083,-18.52226563,-13.32535248,-13.42277222,-63.2243042,-13.18347931,50.11098328,-69.39560547,-10.47500076,-8.197985077,-16.00596313,55.12666016,-65.01002808,-8.737995148,51.98540039,-58.57218018,61.34309082,-63.08114624,51.36061401,-62.85391846,-15.80424347,-11.22285843,-11.57850037,-8.875906372,2.498476028
Y Mental foramen R,-129.6254761,-133.5914917,-204.7047485,362.1656006,89.76495972,89.83972778,-151.1261108,-122.5459595,-133.7777832,-153.5421631,-146.8025757,-207.2714355,-219.1176758,360.6270752,97.89343872,79.08639526,-196.2154175,-215.4073486,103.0199097,109.1591797,-26.83790588,-28.14937744,-27.566745,-15.25911407,-31.54345398,-22.94150696,-20.10252838,-40.93745117,-35.61932068,-41.73169556,-36.42594299,-28.30621643,-37.72161865,-28.4089447,-205.3801514,345.1117676,80.18956299,92.95769043,-125.7966309,-121.3141968,-120.42323,-215.1134766,-230.6418457,340.4489014,79.00177002,73.82614746,-217.7048584,-235.007251,82.00961914,73.99276123,-75.23956299,-77.95161743,0.075199997,-64.21438599,-45.75379639
Z Mental foramen R,-217.2703369,-254.3609131,-800.0656738,-808.5292969,-809.2907227,-802.2120117,-539.5640137,-614.303418,-979.6546875,-223.2106201,-876.4658203,-774.0451172,-779.1431641,-780.7838867,-793.1961426,-782.0147461,-540.2114746,-535.9473633,-542.0260742,-544.7574219,-1422.008008,-1418.963574,-1405.07207,-1435.939746,-1143.800586,-1423.238477,-1458.59502,-1130.131641,-1155.083789,-1446.431543,-1113.355957,-1179.461328,-1161.194727,-1418.448242,-870.4299805,-882.2987305,-877.0424805,-879.7334961,685.8891602,365.4892578,986.7222656,-752.1786133,-739.7450684,-756.9226074,-752.6711426,-748.8919922,-499.9097168,-501.1053711,-505.9676758,-504.7811523,-911.8536133,-886.3224609,-970.5913086,-912.7199219,-956.6172852
X Mental foramen L,16.23911133,8.74107132,85.80690918,18.54825745,76.06507568,-39.18465881,13.77608795,11.02412415,5.990005493,8.900232697,14.03708496,73.63842163,-40.40365601,16.24222565,63.60155029,-48.74969177,74.23294678,-45.60167847,74.55039673,-48.76835938,-13.29682159,10.94094467,7.568219757,6.111671448,9.93916626,8.913820648,9.498806,11.36031342,12.94208984,12.4795723,11.30106812,3.048478508,8.95105896,8.041243744,-45.04112244,5.171116638,67.21395874,-51.04121399,7.03705368,10.45788422,2.927057648,75.72163696,-48.03167419,9.923530579,70.98952637,-40.73646545,81.88651123,-42.96322021,67.66178589,-41.91001587,1.662473869,7.821257782,4.256499863,11.49421082,22.08523865
Y Mental foramen L,-130.2143066,-134.0545166,-204.2772339,363.319751,89.51705933,91.32009888,-150.8113892,-122.9697998,-133.5907104,-155.6958496,-145.4185059,-208.2347412,-219.2068359,360.440625,97.92051392,80.95907593,-199.2043091,-214.4810547,103.3819336,112.134729,-27.60765991,-27.98339539,-26.06233215,-15.46842041,-34.3078186,-22.22785492,-20.1306366,-41.81598206,-35.75675354,-43.04104004,-37.23231506,-27.43948975,-37.97622986,-28.34750671,-206.8555664,345.310498,80.53775635,93.32662964,-124.1162231,-121.5068848,-121.865625,-215.2233887,-232.6367188,341.0980469,79.34556885,72.94819336,-214.9631592,-234.804834,83.8336792,76.0576416,-77.21157227,-77.6321167,-0.419799995,-61.53699341,-44.10170288
