Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2112,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo,Koala_Cascade,Koala_Cindy,Koala_Crockett,Koala_Eddie
X Zygomatic suture (distal) CUR L 3,80.04255371,-18.18094635,84.57803345,-15.63348846,84.78814697,-2.570332146,98.93757324,8.92685318,96.52145386,12.46670914,103.2494019,-16.82114716,-6.8887146,65.21743164,-9.020362091,73.05915527,-14.16471405,88.99415283,32.54091187,20.6322876,25.0487442,37.7053833,37.75599976
Y Zygomatic suture (distal) CUR L 3,10.02291336,6.238171387,248.0154541,211.457666,483.3678223,457.8691406,6.887297058,-5.95959549,234.9602539,227.2824951,470.9174316,21.18261414,256.4203857,230.0112061,501.4654785,463.1725098,706.0895508,709.6143555,47.16430664,43.5006134,126.4880737,38.04599915,38.83299866
Z Zygomatic suture (distal) CUR L 3,-627.4907715,-647.3391113,-628.7924316,-646.7564453,-629.4683594,-642.8314941,-562.4715332,-580.0975586,-571.7185547,-580.2053223,-562.1862793,-833.840332,-832.3728516,-827.4357422,-832.3306641,-820.7987305,-838.1614258,-820.2987305,-1222.14209,-1223.194238,-1256.913867,-1217.263672,-1209.563965
X Zygomatic suture (distal) CUR L 2,79.5510437,-18.41797485,84.49125977,-15.46269836,84.26580811,-2.342974472,98.41261597,8.818093872,96.31673584,12.08563843,103.4547363,-16.67378082,-7.081574249,65.26814575,-9.418569946,72.75510864,-14.45196838,89.09395142,32.23570862,21.23495331,25.07055206,37.73492432,37.92999878
Y Zygomatic suture (distal) CUR L 2,4.815544128,2.469037437,243.1391602,207.2552002,478.9001953,452.2097168,2.464183807,-10.0099411,230.2927979,222.0585693,465.1432129,16.50596008,251.3948486,225.478125,496.0816406,458.225293,702.343457,704.375,42.07698669,39.47374878,122.4540771,33.11437378,32.89100037
Z Zygomatic suture (distal) CUR L 2,-627.0568848,-647.6812988,-629.0294922,-647.0994629,-630.0811523,-642.5983887,-561.9259766,-580.5272949,-572.2319824,-580.0931641,-562.5114746,-833.7422852,-832.1421875,-827.7286133,-832.2443359,-821.1807617,-837.8905273,-819.7987305,-1222.665234,-1222.821484,-1256.907129,-1217.572266,-1209.520996
X Zygomatic suture (distal) (extra) L,79.01126709,-18.78431396,84.4777771,-15.35712891,83.97946167,-2.419929504,97.84561768,8.47392807,96.09525757,11.25895462,103.7703857,-16.58395996,-7.36875,65.05509033,-10.35025406,72.33703613,-14.89662933,89.00256958,31.53864136,21.65402069,25.06537781,37.2163269,37.58399963
Y Zygomatic suture (distal) (extra) L,-0.92016058,-1.709066391,237.5035889,201.401001,473.4620605,445.9699219,-3.16586647,-13.98549347,225.7171143,216.9093994,458.7042969,12.10887527,246.4123047,220.3240234,490.0819824,453.1549805,697.8374512,698.85,36.83658142,34.8088623,117.6890015,26.82764587,26.96499939
Z Zygomatic suture (distal) (extra) L,-626.7610352,-648.2288574,-629.3783203,-647.2869629,-630.7867188,-642.3961426,-561.6420898,-580.8111816,-572.7385742,-579.5816895,-562.9874023,-833.8905273,-831.8924805,-828.1225586,-832.0074219,-821.5381836,-837.7720703,-819.428418,-1223.550586,-1222.305469,-1257.138281,-1217.413965,-1209.867969
X Zygomatic dip CUR R 9,13.74456024,-75.38695679,19.59082642,-74.03656616,20.46646881,-71.48088379,32.13589783,-57.98865967,36.58798523,-47.91486206,35.61163025,-84.50106812,-76.9307373,9.280245209,-79.93726807,8.367028809,-68.33034668,18.68874512,-26.64799805,-27.16531067,-29.65204773,-30.38684692,-25.98500061
Y Zygomatic dip CUR R 9,-28.60511475,-23.74710846,211.9637695,178.754834,451.3056641,421.8527344,-27.32837524,-36.6699646,202.1814819,194.3551514,437.3211914,-12.99628448,220.8740234,199.9190674,466.172998,429.4280762,675.990625,669.9500488,15.57404175,3.619945526,93.35623779,6.764975739,-1.186499977
Z Zygomatic dip CUR R 9,-647.6708984,-645.0420898,-649.0405762,-643.8712891,-651.242334,-642.208252,-586.7696777,-587.0464844,-588.4487793,-585.9708984,-588.7984375,-830.4821289,-827.8152344,-846.5958984,-828.6073242,-841.6584961,-836.7745117,-839.5370117,-1239.283301,-1238.973047,-1279.179785,-1234.636035,-1222.947852
X Zygomatic dip CUR R 8,11.47785492,-77.56588745,17.36981812,-76.39841919,17.68529205,-74.38897705,30.31533203,-60.1449646,34.87200928,-50.20751038,33.77921448,-87.00119629,-79.26187134,7.144974518,-82.11398926,6.729675293,-70.8039856,16.69481506,-28.42885132,-29.65817566,-31.49220886,-32.71994324,-28.34580078
Y Zygomatic dip CUR R 8,-26.97734985,-21.36225586,213.7113525,180.2683594,452.7603027,423.6094238,-24.97550201,-34.21545105,204.2395386,196.6659302,439.5365234,-11.05310669,223.2442139,201.8986572,468.5905273,431.6200195,677.8820313,671.7133789,17.94891357,5.406177521,95.34910889,8.891265869,0.807400036
Z Zygomatic dip CUR R 8,-648.5593262,-645.4395508,-650.5074219,-644.2131348,-651.877832,-642.2957031,-587.9058594,-587.5739258,-589.8808594,-586.767041,-590.228418,-831.0450195,-828.2921875,-847.8583984,-828.8738281,-842.9691406,-837.0040039,-840.9425781,-1239.850488,-1240.114551,-1280.868555,-1235.426172,-1223.85127
X Zygomatic dip CUR R 7,9.81370697,-78.86722412,15.42522583,-78.05991821,15.61444855,-76.35157471,28.8394989,-61.74042969,33.82000122,-51.53071899,32.26079407,-88.51860352,-80.9869751,5.407395172,-83.41818848,5.253867722,-72.3480957,14.79519653,-29.89283752,-31.59255371,-33.0670105,-34.40440979,-30.32309875
Y Zygomatic dip CUR R 7,-24.59645691,-18.74447632,215.9954834,182.480127,454.9932129,426.0217285,-22.22076263,-31.68558044,206.6692871,199.5005371,441.9613281,-8.555089569,225.9237549,204.2197388,471.4750488,434.1176758,680.2710938,673.8813965,20.38785248,7.597015381,97.70535278,11.26079941,3.037599945
Z Zygomatic dip CUR R 7,-648.8275879,-645.001416,-651.1553223,-644.0600098,-652.1923828,-642.0411133,-588.0194336,-587.2668457,-590.5120605,-586.376123,-590.9026855,-830.9450195,-828.3166016,-847.9894531,-828.7847656,-842.9594727,-836.8214844,-841.5875,-1240.066992,-1240.492773,-1281.402539,-1235.680469,-1224.113867
X Zygomatic dip CUR R 6,8.693921661,-79.51542969,13.84901276,-78.8270874,14.15257416,-77.56226807,27.5960968,-62.62175903,32.73180542,-51.88519897,30.92304077,-89.24812012,-82.41234741,4.002576065,-83.99852295,4.065654755,-73.16611328,13.08063965,-31.34230347,-33.29284668,-34.32912598,-35.66619263,-32.10740051
Y Zygomatic dip CUR R 6,-21.73188629,-16.1455307,218.7646484,185.1021973,457.7307617,428.7583496,-19.38045349,-29.07892456,209.1109863,202.3185913,444.5345215,-5.88193512,228.679248,206.6222656,474.413916,436.9570313,682.7269043,676.409375,22.84988861,9.820688629,100.2300903,13.636203,5.375999832
Z Zygomatic dip CUR R 6,-648.0719727,-643.894873,-650.7498047,-643.1123535,-651.7471191,-641.1838867,-586.9509766,-585.9249023,-590.080957,-584.8600586,-590.4300781,-830.0114258,-827.480957,-846.9331055,-827.5688477,-842.2666016,-835.934375,-841.1073242,-1239.624121,-1240.000098,-1281.128223,-1235.007422,-1223.464941
X Zygomatic dip CUR R 5,7.942106628,-79.74771729,13.04522705,-78.9119812,13.32993774,-77.93317871,27.0118988,-62.72927246,31.74553833,-51.6223999,29.97044678,-89.24891357,-83.07296753,3.053436661,-83.88861084,3.132540512,-73.23899536,12.02088547,-32.28351746,-34.81357422,-35.31741638,-36.31368713,-33.25169983
Y Zygomatic dip CUR R 5,-18.57172089,-13.74733429,221.6551025,187.951123,460.6109375,431.5236816,-16.39920807,-26.41403809,211.5374268,204.916626,447.1607422,-3.168596077,231.4597656,209.0457275,477.5008301,440.0931152,685.2080566,679.1746094,25.37172394,11.79095688,102.7952393,15.90155945,7.656199646
Z Zygomatic dip CUR R 5,-646.5979004,-642.2953125,-649.2458496,-641.3770508,-650.1749023,-639.6237793,-585.1195313,-583.7912109,-588.7385742,-582.4565918,-588.8995117,-828.2302734,-825.8081055,-845.0365234,-825.8749023,-840.6441406,-834.4166016,-839.7522461,-1238.266211,-1238.646875,-1280.204297,-1233.414453,-1221.669434
X Zygomatic dip CUR R 4,8.382811737,-79.53762207,12.80905304,-78.2255188,13.65288544,-77.50679932,27.1759613,-62.01544189,31.33271484,-50.97424316,29.69752808,-88.52744751,-82.58759766,2.741309547,-83.00648804,3.027662849,-72.62763672,11.7220108,-32.31435547,-35.80161743,-36.05629272,-36.30688477,-33.76539917
Y Zygomatic dip CUR R 4,-15.91763611,-11.90481873,223.9661865,190.3099731,462.8841797,433.9776855,-13.93782806,-24.41766968,213.6630859,206.8278564,449.4370605,-0.936819267,233.8094727,211.2628418,479.7965332,442.7023438,687.2492676,681.5807617,27.59263,13.41742859,105.0196411,17.67137604,9.559999847
Z Zygomatic dip CUR R 4,-644.3474609,-640.4199707,-647.2293945,-639.3587402,-648.1197754,-637.7771484,-582.9819824,-581.3620605,-587.0050293,-579.8341797,-586.928125,-826.3219727,-823.9241211,-842.8679688,-823.83125,-838.5030273,-832.7882813,-837.8225586,-1236.363574,-1236.84209,-1278.624609,-1231.293945,-1219.459668
X Zygomatic dip CUR R 3,9.355319214,-78.82050781,13.11415863,-76.72169189,13.91848755,-76.50004272,27.63116455,-61.06259766,31.38726196,-49.82617188,29.80537415,-87.31970825,-81.37493896,2.924136353,-81.68552246,3.59616394,-71.58825073,11.97233963,-31.6919281,-36.26799622,-36.56070862,-35.74415894,-33.41289978
Y Zygomatic dip CUR R 3,-13.92484436,-10.34748383,225.8981201,192.2498535,464.8308105,436.3328125,-11.92637939,-22.82428436,215.5302979,208.5714111,451.3958008,1.003493595,235.6045166,213.0093506,481.8275391,444.7443848,688.9537109,683.5269531,29.44040222,14.79025269,106.9138184,19.08716888,11.05309982
Z Zygomatic dip CUR R 3,-641.9617676,-638.6236328,-645.029834,-637.6591309,-646.0943359,-636.0688965,-580.9212402,-579.015625,-585.2349609,-577.6553711,-584.576709,-824.6650391,-822.0624023,-840.4300781,-822.3203125,-836.2485352,-831.1580078,-835.6076172,-1234.217285,-1234.844727,-1276.67334,-1228.79502,-1216.890137
X Zygomatic dip CUR R 2,10.11634827,-77.69682617,13.74011536,-75.01246338,14.33747406,-74.77975464,28.34719543,-59.79085693,32.00563965,-48.20945129,30.35185547,-85.78126831,-79.81260986,3.667947769,-79.78918457,4.758934402,-70.08222656,12.70847855,-30.71083679,-36.39140625,-36.73500671,-34.52408752,-32.23269958
Y Zygomatic dip CUR R 2,-11.79522705,-8.594322205,227.6854736,194.4764648,466.6538574,439.0395996,-9.899910736,-21.11975708,217.6787354,210.3533691,453.8578125,3.173373222,237.4383545,214.8024658,483.7369141,446.5766113,690.5949707,685.4321289,31.35744019,16.09476929,108.9381958,20.44289398,12.83209991
Z Zygomatic dip CUR R 2,-639.3504883,-636.9253418,-642.376416,-635.8688965,-643.8725586,-634.1171387,-578.6371094,-576.5123047,-583.5401855,-575.5071289,-581.8773438,-823.1696289,-820.1617188,-837.8042969,-820.6952148,-833.9160156,-829.4527344,-832.9636719,-1231.454785,-1232.374219,-1274.310059,-1225.931543,-1214.330469
X Zygomatic dip CUR R 10,16.08944855,-73.23008423,21.8867157,-71.66469116,23.12904968,-68.42504272,34.02503967,-55.64476318,38.51080322,-45.60207825,37.34484863,-81.66199341,-74.14259033,11.49577179,-77.3491333,10.63093948,-65.54641113,20.91151733,-24.53856049,-24.83377533,-27.62841797,-27.94362488,-23.47310028
Y Zygomatic dip CUR R 10,-29.46208496,-25.30076141,210.8610596,177.9424194,450.3633301,421.3402344,-28.74463806,-38.15140381,201.0754639,192.8488892,435.7467285,-14.00007324,219.7856201,198.8570923,464.9704102,428.3919922,675.3940918,669.0726563,14.2332077,2.872630501,92.47001343,5.38241539,-2.055900002
Z Zygomatic dip CUR R 10,-646.4975586,-644.0274902,-647.3335449,-643.1603027,-650.1056641,-641.5675293,-585.2053711,-586.3515625,-586.8567871,-584.9124023,-587.3084961,-829.7658203,-827.2677734,-844.9263672,-828.2508789,-840.1798828,-836.2663086,-838.0738281,-1238.462598,-1237.232813,-1277.155859,-1233.560059,-1221.535059
X Zygomatic dip CUR R 1,10.64139938,-76.71311035,14.46388245,-74.14903564,15.10088654,-73.01317139,29.29936829,-58.27536011,32.75155945,-46.62328491,31.00734253,-84.7128418,-78.53426514,4.226104355,-78.24210205,6.025735092,-68.48973389,13.5134201,-29.73635254,-36.23901978,-36.32117004,-33.31047668,-30.91749878
Y Zygomatic dip CUR R 1,-9.875719452,-6.986745453,229.3871826,196.4587158,467.8927246,441.2055176,-8.512866974,-19.73642578,219.3782227,211.7476074,456.1257813,4.807012177,239.0423828,216.3858398,485.1461426,448.0291504,692.0962891,687.0253418,33.17799072,17.52330475,110.756311,21.6874649,14.13450012
Z Zygomatic dip CUR R 1,-637.464209,-635.6879883,-640.1814453,-634.2174805,-642.329541,-631.9138672,-576.9210938,-574.6313477,-582.5167969,-573.8666016,-579.3876953,-822.2287109,-818.8183594,-835.7381836,-819.5073242,-832.1133789,-828.190332,-830.7379883,-1228.946191,-1230.40166,-1272.217285,-1223.496875,-1211.89541
X Zygomatic dip CUR L 9,75.52792969,-27.4272583,79.52383423,-21.90737915,77.65730591,-10.28553696,95.39959106,2.751918411,90.08831787,6.806893158,100.3241516,-22.31236877,-16.29851685,61.11782837,-18.3573349,68.81322021,-20.50703125,82.59866943,26.90596619,20.9083725,22.1692276,30.7903595,32.22749939
Y Zygomatic dip CUR L 9,-29.48912964,-24.54212036,212.3071777,179.0802734,449.3058594,421.4536133,-30.47566223,-38.91828003,201.024646,192.3174072,434.1301758,-13.94371033,219.4391846,199.3219482,464.4397461,427.5415039,676.1589355,670.9757813,14.68887024,12.41550674,95.19900513,4.3842659,3.178000069
Z Zygomatic dip CUR L 9,-638.1664063,-655.309082,-639.6668945,-653.8010742,-641.9194824,-650.4762695,-571.2428711,-592.4137207,-577.4671875,-590.3161621,-573.0727051,-842.0998047,-838.9121094,-838.7328125,-839.6129883,-831.6195313,-843.962793,-828.4271484,-1232.515527,-1229.988086,-1265.080762,-1229.372754,-1220.089746
X Zygomatic dip CUR L 8,78.18443604,-25.65252686,82.08995361,-19.77600708,80.569104,-7.315880585,97.58811646,4.876955032,92.27149658,9.049001312,102.9661621,-19.94691315,-13.57809143,63.64905396,-16.42249298,70.90337524,-18.13549347,84.93873291,29.4317627,22.83218689,24.54062958,33.69783325,34.64750061
Y Zygomatic dip CUR L 8,-28.31079102,-22.24510651,214.1393311,180.4828369,450.6030273,422.8815918,-28.24936523,-36.60262146,203.07854,194.519458,436.2492188,-12.06306305,220.9686035,201.1322144,466.4411621,429.6342285,677.9381836,672.804248,16.7813324,14.8287323,97.32493896,5.93807373,5.20320015
Z Zygomatic dip CUR L 8,-638.4410156,-656.7143555,-640.019873,-654.9506348,-641.7056641,-651.4122559,-571.6790039,-593.3268066,-578.4083496,-591.6453613,-573.4135742,-843.4412109,-840.2040039,-839.6870117,-840.8688477,-832.2870117,-844.7845703,-829.5881836,-1232.752637,-1230.635938,-1265.568555,-1229.357227,-1221.089844
X Zygomatic dip CUR L 7,79.98745728,-23.97338867,84.30340576,-18.03945465,82.97097778,-4.778387833,99.02189331,6.887651825,93.69008789,10.62666397,104.7062378,-18.33179016,-11.30519485,65.74255981,-14.60675201,72.54313965,-16.44700928,86.94719238,31.47361755,23.94609375,26.02507629,35.93163757,36.67009888
Y Zygomatic dip CUR L 7,-25.91743774,-19.60215149,216.5783691,182.5065552,452.6585938,425.1596191,-25.42965393,-33.97466125,205.6695313,197.4242798,439.0964844,-9.448956299,223.2692139,203.4612549,469.097168,432.2202148,680.3604492,675.3174316,19.32188263,17.66608582,100.0796631,8.229669952,7.706099701
Z Zygomatic dip CUR L 7,-638.0455566,-656.9668457,-639.7527832,-655.3919434,-641.2105469,-651.8498535,-571.373291,-593.474707,-578.5755371,-591.5415039,-573.2537109,-843.6095703,-841.1651367,-839.1948242,-841.2509766,-831.9202148,-845.0881836,-829.5477539,-1232.778711,-1230.564551,-1265.30625,-1229.032617,-1220.967578
X Zygomatic dip CUR L 6,80.81934204,-22.50647583,85.68549194,-16.54605255,84.41494141,-2.932255173,99.73730469,8.426596069,94.65580444,11.56354904,105.759021,-17.31736603,-9.586643982,67.04863281,-13.08588867,73.50997925,-15.35308228,88.25629883,32.69289551,24.45376434,26.8964386,37.23092346,37.91560059
Y Zygomatic dip CUR L 6,-22.729245,-17.18365631,219.4105225,185.0459839,455.256543,427.8383301,-22.59734802,-31.37709045,208.317749,200.2304199,441.8565918,-6.535340118,226.1810303,205.8618896,472.0763672,435.0429688,682.8647461,677.9887695,21.96133118,20.34070282,102.7682861,10.73166428,10.35350037
Z Zygomatic dip CUR L 6,-636.673291,-655.9398438,-638.7645508,-654.7885254,-639.9791016,-651.2808594,-569.7874512,-592.2737305,-577.7162598,-590.1019043,-571.832373,-842.980957,-840.6178711,-837.6299805,-840.3351563,-830.878125,-844.5658203,-828.3092773,-1232.117969,-1229.72207,-1264.377148,-1228.095605,-1219.77334
X Zygomatic dip CUR L 5,80.7050293,-21.6274353,86.11983643,-15.66948242,84.97285156,-2.07123642,99.67424316,9.046363831,95.26209717,12.03842468,105.9486572,-16.4914032,-8.823417664,67.40307617,-12.38804169,73.73759155,-14.86183319,88.70194092,33.14950867,24.38646088,27.21687927,37.56507874,38.21520081
Y Zygomatic dip CUR L 5,-19.53471375,-14.83472748,222.1235107,187.6219482,458.0160156,430.6298828,-19.70056458,-28.88461914,210.7091064,202.7983276,444.297168,-4.048625183,229.0768066,208.2032471,474.9570801,437.5696289,685.2805664,680.4113281,24.45726013,22.49843597,105.2442871,12.93710022,12.69509964
Z Zygomatic dip CUR L 5,-634.439502,-654.4302734,-637.1067871,-653.1736816,-638.2168457,-649.8182129,-567.8086914,-590.0833984,-576.2286133,-587.9762207,-569.8794434,-841.3126953,-838.8269531,-835.6990234,-838.6830078,-829.1191406,-843.3244141,-826.5881836,-1230.741113,-1228.285449,-1262.974512,-1226.40957,-1217.734082
X Zygomatic dip CUR L 4,79.51299438,-20.94605865,85.5930603,-15.65354767,84.84804688,-2.240994835,98.77332153,9.22930603,95.4132019,12.13549118,105.392749,-16.37296753,-8.703827667,67.00565796,-12.33765259,73.27554321,-14.82520905,88.33590088,32.81720276,23.74679871,26.84877625,37.04221191,37.64989929
Y Zygomatic dip CUR L 4,-16.6509201,-12.72294159,224.6225586,190.0960938,460.501709,433.3443848,-16.83521271,-26.53875122,212.9682861,204.908252,446.5341797,-1.674301529,231.7114014,210.5018311,477.4668457,439.9747559,687.604541,682.778418,26.82684021,24.27606354,107.4704468,14.82849731,14.64570007
Z Zygomatic dip CUR L 4,-631.8549805,-652.5112793,-635.009082,-650.872168,-635.830957,-647.6581543,-565.8061523,-587.374707,-574.4705566,-585.2070313,-567.5934082,-838.8675781,-836.3444336,-833.3126953,-836.3807617,-827.0907227,-841.4623047,-824.4391602,-1228.774121,-1226.359473,-1261.06084,-1223.944922,-1215.045801
X Zygomatic dip CUR L 3,78.20349731,-20.52822113,84.48301392,-16.19592285,84.12870483,-2.912473488,97.49022217,8.808913422,95.0489563,11.50560913,104.4178467,-16.77050476,-9.024819946,66.17417603,-12.69847946,72.30601196,-15.29804688,87.16814575,31.87964478,22.88923645,25.94618225,35.80294189,36.76119995
Y Zygomatic dip CUR L 3,-14.39225311,-11.0990448,226.4777344,192.1187134,462.567041,435.6854492,-14.63261719,-24.79264832,215.0190918,206.6606689,448.4259766,0.487808037,233.6381592,212.4664307,479.4127441,441.8300781,689.3402344,684.7553223,28.73384705,25.4704422,109.3078003,16.2396347,16.12420044
Z Zygomatic dip CUR L 3,-629.7361816,-650.519043,-633.0180664,-648.6791016,-633.8142578,-645.6280762,-564.0390625,-584.807373,-573.0266113,-582.7187988,-565.6811035,-836.8125,-834.0454102,-831.0578125,-834.340625,-825.306543,-839.387793,-822.6021484,-1226.792188,-1224.46084,-1259.110742,-1221.565918,-1212.436133
